,name,empty_slots,free_bikes,slots,latitude,longitude
493,des Jockeys / Décarie,7,11,19,45.49404432109336,-73.65449488162994
494,Lacombe / Victoria,12,6,19,45.49048314001669,-73.62913727760315
495,Parc Georges St-Pierre (Oxford / Upper Lachine),18,0,19,45.46887995929811,-73.60943913459778
496,Métro Côte-Ste-Catherine (Beaucourt / de la Côte-Ste-Catherine),5,16,23,45.491513,-73.633649
497,Marcil / Sherbrooke,7,16,23,45.471743,-73.613924
498,Boyer / Beaubien,2,25,27,45.537041,-73.602026
499,Grey / Sherbrooke,1,13,15,45.47629426230192,-73.60617488622665
500,Boyer / St-Zotique,11,8,19,45.53848,-73.60556
501,Workman / Vinet,14,7,23,45.483788863965174,-73.5750612616539
502,Parc Howard (de l'Épée / de Liège),2,13,15,45.53318929909303,-73.64188581705093
503,Wilderton  / Van Horne,23,0,23,45.51014162409143,-73.6247518658638
504,de Monkland / Girouard,9,14,23,45.47710675189806,-73.6214379966259
505,Métro Villa-Maria (de Monkland / Décarie),15,8,26,45.4789683985657,-73.61959934234618
506,de la Côte St-Antoine / Royal,16,1,19,45.468926984877434,-73.6198702454567
507,Métro Vendôme (de Marlowe / de Maisonneuve),16,12,31,45.47393028235147,-73.60473453998564
508,Marquette / des Carrières,19,5,27,45.53879934493943,-73.58870029449461
509,d'Outremont / Ogilvy,14,4,19,45.52687028194893,-73.62672328948975
510,Parc Loyola (Somerled / Doherty),10,9,19,45.45976107571447,-73.64477455615997
511,Faillon / St-Denis,18,4,23,45.539890852781404,-73.62026989459991
512,de Kent / de la Côte-des-Neiges,28,6,39,45.50144933057703,-73.63305062055588
513,Métro Acadie (de l'Acadie / Beaumont),11,2,13,45.52357479400008,-73.62344294786453
514,des Récollets / Martial,12,7,19,45.59089190991344,-73.64061713218689
515,Earnscliffe / Queen-Mary,19,4,23,45.481845071377414,-73.63037377595901
516,Leman / de Chateaubriand,15,0,15,45.54721107501036,-73.63105237483978
517,Parc des Hirondelles (Fleury / André-Jobin),5,10,19,45.5762948651025,-73.646759390831
518,de Melrose / Sherbrooke,19,0,19,45.46991202213883,-73.61735232174397
519,Métro de Castelnau (de Castelnau / St-Laurent),20,2,23,45.53570881624427,-73.61962348222733
520,Métro Snowdon (de Westbury / Queen-Mary),17,6,23,45.48542414888848,-73.62816195935011
521,Parc Sauvé (Balzac / de Bayonne),8,6,15,45.59836857189897,-73.63610029220581
522,de St-Firmin / Fleury,7,11,23,45.570624722078364,-73.6517858505249
523,Jacques-Casault / Christophe-Colomb,8,10,19,45.552123,-73.630103
524,Marquette / Fleury,7,6,15,45.56735205736566,-73.65378744900227
525,Parc Joseph-Robin (18e avenue / Everett),11,4,19,45.56481129244175,-73.59580412507057
526,Everett / Garnier,13,2,15,45.54758153109644,-73.61220851540565
527,8e avenue / Everett,9,4,15,45.55776151418004,-73.60154539346695
528,Francis / Fleury,10,8,19,45.56387237463668,-73.6555677652359
529,Hamel / Sauvé,3,14,19,45.56076192837154,-73.6505614221096
530,Métro Jarry (Lajeunesse / Jarry),20,0,23,45.54355974189168,-73.62777203321457
531,Boyer / Everett,10,5,19,45.54310243053054,-73.61607524188003
532,Louis-Hébert / Bélanger,6,13,19,45.55158518908433,-73.59916493296623
533,Chambord / Fleury,4,9,14,45.55982811984724,-73.65832507610321
534,de Bordeaux / Jean-Talon,10,1,15,45.54975479298636,-73.60556602478027
535,Louis-Hémon / Jean-Talon,13,5,19,45.5517742671765,-73.60347837231528
536,Rousselot / Jarry,7,6,15,45.55081979211847,-73.62088680267334
537,Péloquin / Fleury,9,5,15,45.55702223161539,-73.6599015713
538,de Normanville / Villeray,17,1,19,45.547172039327485,-73.61815631389618
539,de la Roche / Everett,14,1,15,45.544867,-73.614841
540,du Rosaire / St-Hubert,13,8,23,45.54481928225348,-73.6215104162693
541,Métro Crémazie (Crémazie / Lajeunesse),13,1,15,45.54640752148169,-73.63842844963074
542,2e avenue / Jean-Rivard,13,9,23,45.562509038048915,-73.61656039953232
543,de Chateaubriand / Jarry,14,0,15,45.545841561840085,-73.62665355205536
544,Lajeunesse / Villeray,10,3,15,45.54218173507584,-73.62268656492233
545,Drolet / Jarry,17,2,19,45.54195463236575,-73.62994194030762
546,Lajeunesse / de Liège,13,0,15,45.545580534390176,-73.63490000367165
547,Basile-Routhier / Chabanel,9,6,19,45.549868431421636,-73.64765658974648
548,Émile-Journault / de Chateaubriand,9,6,19,45.54983321292286,-73.64063255488873
549,Ropery / Augustin-Cantin,16,5,23,45.48097552629275,-73.56863468885422
550,Ann / Wellington,1,10,11,45.49449368327543,-73.55676054954529
551,Richardson / Montmorency,20,9,31,45.484966061164755,-73.56032252311707
552,Dubois / Eadie,11,11,23,45.45760820718457,-73.59051011502743
553,Parc Ferland (Belleherbe / Albanel),10,2,15,45.59573798024675,-73.59529852867126
554,Crescent / de Maisonneuve,3,19,23,45.498132074644275,-73.57762072817422
555,Crescent / René-Lévesque,6,23,31,45.49600732302391,-73.57334746981905
556,Parc Henri-Julien (Legendre / Henri-Julien),9,6,19,45.5460355901214,-73.6465984582901
557,6e avenue / Bélanger,8,4,19,45.55456382820465,-73.59615683555603
558,de la Côte St-Antoine / Argyle,19,0,19,45.48624101696415,-73.59572768211365
559,Victoria Hall,8,7,15,45.48129146961133,-73.6003303527832
560,Berri / Rachel,9,7,19,45.52275023118295,-73.57724860310555
561,Augustin-Cantin / Shearer,30,1,31,45.48390169543355,-73.56363236904144
562,Mackay / de Maisonneuve,2,33,39,45.49682986230046,-73.57913017272949
563,St-Mathieu / Sherbrooke,21,2,23,45.495789104811756,-73.58259558677672
564,Guy / Sainte-Catherine,28,1,31,45.49497512853125,-73.57777043248461
565,Notre-Dame-de-Grâce / Westmount,10,3,15,45.48046706437983,-73.61122308304402
566,des Pins / St-Laurent,11,8,23,45.51522812881499,-73.5750961303711
567,Hamilton / Jolicoeur,2,11,15,45.45670282849069,-73.59764268636354
568,Monk / Biencourt,6,5,15,45.458663192410306,-73.59602272510529
569,de Châteauguay / Ropery,14,5,23,45.47930107352825,-73.56629446148872
570,Ryde / Charlevoix,21,5,27,45.4757434,-73.5646007
571,Cypress / Peel,19,16,35,45.499330334344556,-73.57175691987322
572,Parc St-Henri (Laporte / Guay),4,11,15,45.48013378575666,-73.58590811491013
573,Peel / Ottawa,2,23,27,45.49419955357054,-73.55998456478119
574,Shearer / Centre,15,0,15,45.4828250990486,-73.56206325352105
575,Métro Monk (Allard / Beaulieu),2,15,19,45.451030919298056,-73.5939010977745
576,Mackay / Ste-Catherine,10,20,31,45.49582294706495,-73.57696294784546
577,St-Jacques / Guy,11,11,23,45.491366875439965,-73.57010722160338
578,Métro Angrignon (Lamont /  des Trinitaires),1,22,23,45.44705915105563,-73.60229507088661
579,Victoria / de Maisonneuve,7,7,15,45.47742856483265,-73.60016942024231
580,Stanley / René-Lévesque,39,0,39,45.49790394592446,-73.57077571808077
581,Plessis / Ontario,6,13,19,45.523594936648244,-73.56099039316177
582,Canning / Notre-Dame,18,4,23,45.486318644010225,-73.5702332854271
583,St-Antoine / Jean-Paul Riopelle,21,2,23,45.502939709023714,-73.56064036488532
584,Métro Beaubien (de Chateaubriand / Beaubien),18,8,27,45.5353599615622,-73.60363483428955
585,de l'Hôtel-de-Ville / Ste-Catherine,27,4,31,45.51166045593874,-73.56213569641113
586,Parc St-Paul (Le Caron / Marc-Sauvalle),18,4,23,45.461741021347436,-73.58412176370621
587,de Castelnau / Lajeunesse,15,4,19,45.54043190217008,-73.61650675535202
588,de la Côte St-Paul / St-Ambroise,0,22,27,45.467665653865964,-73.59391784324544
589,Fullum / Ste-Catherine,18,5,23,45.52711644190572,-73.54801654815674
590,Bourget / St-Jacques,16,3,19,45.48067368593179,-73.58351558446884
591,Métro Édouard-Montpetit (du Mont-Royal / Vincent-d'Indy),26,0,27,45.510200304274754,-73.6114051938057
592,St-Laurent / Pl. du Marché,2,25,27,45.50928960913111,-73.56241598725319
593,Charles-Daoust / 75e avenue,27,0,27,45.54250587659489,-73.74095320701599
594,Henri-Julien / de Castelnau,19,3,23,45.53789110878484,-73.6182153224945
595,Ste-Émilie / Sir-Georges-Etienne-Cartier,16,4,23,45.472781067977614,-73.5852724313736
596,de Mentana / Laurier,19,4,23,45.5305193519952,-73.58780443668365
597,Stinson / Montpellier,12,5,23,45.51962176248447,-73.6662483215332
598,Métro Sauvé (Berri / Sauvé),14,7,26,45.550692068419764,-73.65636706352234
599,Ste-Catherine / Towers,6,17,23,45.49228068089086,-73.58096480369566
600,St-Cyril / Wiseman,22,0,23,45.52085479492202,-73.61573964357376
601,McLynn / Plamondon,8,14,23,45.48911308766352,-73.6470128595829
602,Parc Champdoré (Champdoré / de Lille),2,10,15,45.5692509593831,-73.63642623429769
603,Marquette / Gilford,12,2,15,45.53382623467138,-73.57891023159026
604,Ste-Croix / Tassé,17,5,23,45.51953948301331,-73.68516325950623
605,29e avenue / St-Zotique,8,5,15,45.56776565172907,-73.57968807220459
606,Beaubien / 8e avenue,15,0,15,45.553456845975276,-73.58784198760986
607,Harvard / de Monkland,16,2,19,45.474565185029945,-73.62403571605682
608,Hillside / Ste-Catherine,11,2,15,45.48282602624293,-73.59084337949753
609,Guizot / St-Laurent,15,2,19,45.53968044327973,-73.63450437784195
610,De Callières / d'Auvergne,7,12,23,45.593421978698636,-73.6690217256546
611,Melville / de Maisonneuve,3,7,15,45.48184019359366,-73.59537899494171
612,Union / René-Lévesque,25,6,31,45.50235036136798,-73.56658279895781
613,Jeanne-Mance / René-Lévesque,53,4,58,45.5063713381299,-73.5642009973526
614,Bloomfield / Ball,8,10,19,45.52995941738481,-73.6329460144043
615,Laforest / Dudemaine,14,8,23,45.539806548176045,-73.6872661113739
616,Sanguinet / de Maisonneuve,29,2,31,45.51340553558378,-73.56259435415267
617,St-Denis / Ste-Catherine,23,20,43,45.51372291221464,-73.5603104531765
618,Ste-Catherine / Sanguinet,45,2,47,45.512936177874096,-73.56124520301817
619,Notre-Dame-de-Grâce / Décarie,7,8,15,45.477384955188235,-73.61527817789465
620,St-Urbain / de la Gauchetière,35,7,43,45.50707812811467,-73.56139540672302
621,Parc Père-Marquette ( de Bellechasse / de Lanaudière),15,3,23,45.53935355552782,-73.59537363052368
622,Métro Papineau (Cartier / Ste-Catherine),15,9,24,45.52353,-73.55199
623,de Maisonneuve / Greene,18,0,19,45.48697062,-73.58929306
624,Drummond / Ste-Catherine,23,8,31,45.49863930330429,-73.57422709465027
625,Mansfield / Cathcart,13,14,27,45.500989292488576,-73.57050284743309
626,Ste-Catherine / Bishop,5,14,19,45.49658063218649,-73.5762146115303
627,Chomedey / de Maisonneuve,19,7,27,45.491750449903954,-73.58394473791122
628,Gilford / des Érables,12,3,15,45.53728040418993,-73.57534691691399
629,Fullum / Terrasse Mercure,17,1,19,45.535541603465234,-73.56593906879425
630,University / Prince-Arthur,12,33,47,45.5074794530521,-73.57864737510681
631,Gare Bois-de-Boulogne,3,19,23,45.53972553109637,-73.67716491222382
632,St-Sylvestre / St-Charles,2,19,23,45.53632382385609,-73.51224955918042
633,Casgrain / Maguire,10,3,15,45.525762548812956,-73.59485328197479
634,de Gaspé / Jarry,17,1,19,45.540780049797995,-73.63040059804916
635,Legrand / Cartier,10,3,15,45.55233742797057,-73.70748996734619
636,St-Dominique / Jean-Talon,30,1,31,45.53520398241678,-73.6175217570053
637,Chabot / Villeray,13,0,15,45.552289376429215,-73.61300647258759
638,Ouimet / Goineau,21,4,27,45.57504823374693,-73.68799567222595
639,Guizot / St-Denis,23,0,23,45.543423548290185,-73.63246187567711
640,Egan / Laurendeau,5,8,14,45.45290792768395,-73.58918591405198
641,Métro Plamondon (de Kent / Victoria),3,16,19,45.494686752797904,-73.63871866467889
642,St-Dominique / St-Viateur,7,23,31,45.52655700191558,-73.5982757806778
643,St-Charles / Grant,3,15,19,45.539824,-73.508752
644,Marquette / du Mont-Royal,13,7,23,45.53221791147474,-73.57543140649796
645,St-André / Ste-Catherine,4,22,27,45.516297540849614,-73.55801045894623
646,Métro du Collège (Cartier / Décarie),14,2,17,45.50843904979172,-73.6729645729065
647,Métro Côte-des-Neiges (Jean-Brillant / de la Côte-des-Neiges),28,1,31,45.495537539518104,-73.6222583055769
648,Monsabré / Boileau,4,12,19,45.571796348222385,-73.54152023792267
649,Notre-Dame / Guy,7,11,19,45.48984195308291,-73.56737405061722
650,Chabanel / Tolhurst,13,7,23,45.540105018786974,-73.65347027778625
651,Pratt / Bates,6,8,15,45.51694782364431,-73.62631559371948
652,Métro Georges-Vanier (St-Antoine / Canning),8,8,17,45.4891,-73.57656
653,Fullum / Ontario,10,4,15,45.5303174,-73.5548669
654,Métro St-Michel (Shaughnessy / St-Michel),13,0,15,45.559199,-73.599658
655,Bennett / Ste-Catherine,16,3,22,45.55315915057821,-73.53263273835182
656,Louisbourg / O'Brien,12,11,23,45.53039449604383,-73.70393217686795
657,Métro Cartier,17,2,19,45.56007440937141,-73.68125259876251
658,Métro de la Savane (Décarie / de Sorel),9,9,19,45.500251758943925,-73.66171056035454
659,Alfred Laliberté / de Poutrincourt,8,9,19,45.53308032414161,-73.6945965886116
660,Clark / Fleury,3,13,19,45.54758205939525,-73.66522908210754
661,Métro Montmorency,20,3,23,45.55814299291968,-73.71942043304443
662,Ste-Catherine / St-Mathieu,11,19,31,45.49384690142783,-73.57917845249176
663,Tolhurst / Fleury,2,14,19,45.54407915308118,-73.66735741496086
664,St-Ambroise / Louis-Cyr,10,17,27,45.47519326260791,-73.58094334602356
665,Terminus Le Carrefour (Terry-Fox / Le Carrefour),15,8,23,45.56842034638607,-73.74687284231186
666,Métro Rosemont (de St-Vallier / Rosemont),22,1,23,45.531921043052655,-73.59804779291153
667,Mexico / Valois,4,21,27,45.58470514858118,-73.71925413608551
668,de Hampton / de Monkland,6,3,11,45.47117930747152,-73.6270022392273
669,2e avenue / Centrale,10,4,15,45.43289463113104,-73.59685689210892
670,Métro Mont-Royal (Pontiac / du Mont-Royal),27,9,39,45.52538954131252,-73.5820671916008
671,Laird / Glencoe,4,10,15,45.50619158460727,-73.64230799681536
672,Parc Beaubien Outremont (Stuart / St-Viateur),13,1,15,45.515969694922276,-73.60827505588531
673,Parc St-Claude (8e rue / 7e avenue),16,2,19,45.56223427759079,-73.69167619946893
674,du Souvenir / Chomedey,14,1,15,45.55188644388879,-73.74444007873535
675,Maguire / St-Laurent,11,1,15,45.524628485592636,-73.5958108305931
676,Durocher / Beaumont,20,1,23,45.52799772330074,-73.61919969320297
677,Maisonneuve / Wood,12,6,19,45.48819793805841,-73.58807051185067
678,de la Côte-Ste-Catherine / Decelles,18,0,19,45.50094101588506,-73.62563699483871
679,Métro Jean-Talon (Berri / Jean-Talon),16,2,19,45.53900036432657,-73.6142510175705
680,Métro Sherbrooke (de Rigaud / Berri),22,4,27,45.51814312154928,-73.56800436973572
681,University / des Pins,26,8,35,45.50817464963893,-73.58002064942411
682,Christophe Colomb / Gilford,14,0,15,45.52970275925261,-73.58288526535034
683,Gilford / St-Denis,13,22,39,45.52500713558964,-73.585617095232
684,Notre-Dame / de la Montagne,8,19,27,45.49302901258371,-73.56481790542603
685,Milton / University,37,1,39,45.50651983995355,-73.57640504837036
686,Metcalfe / de Maisonneuve,16,13,31,45.501804363327565,-73.57434511184692
687,Marché Atwater,16,13,32,45.48020822800015,-73.57759863138199
688,de la Commune / Queen,28,5,35,45.49684196538493,-73.55289280414581
689,Hutchison / Beaubien,12,10,26,45.52605851018324,-73.61296892166138
690,Drolet / Gounod,14,5,19,45.54095134225734,-73.62637460231781
691,de Gaspé / de Liège,19,3,23,45.54248521237199,-73.63634169101715
692,de l'Hotel-de-Ville / Ontario,21,4,27,45.51374520222444,-73.56666326522826
693,de Gaspé / Villeray,14,1,15,45.53888723230076,-73.62390697002411
694,Drummond / de Maisonneuve,17,29,47,45.499515390738885,-73.57602953910826
695,Parc Jean-Drapeau (Chemin Macdonald),23,11,35,45.51252079509179,-73.53200376033783
696,St-Urbain / Prince-Arthur,24,1,27,45.51264267313489,-73.57343316078186
697,Jeanne-Mance / Prince-Arthur,13,15,31,45.511162116038015,-73.57514441013335
698,Hôpital Maisonneuve-Rosemont (Rosemont / Chatelain),25,4,31,45.575707,-73.561562
699,Bélanger / St-Laurent,20,0,23,45.53313989048685,-73.61472845077515
700,Marmier / St-Denis,26,0,27,45.530757980151904,-73.59845817089081
701,Robert-Bourassa / St-Maurice,9,13,23,45.49837045828952,-73.56055587530136
702,Métro Charlevoix (Centre / Charlevoix),10,16,27,45.4785381897129,-73.56931865215302
703,Émile-Duployé / Sherbrooke,17,3,23,45.52733971427933,-73.56485076248646
704,Ste-Famille / des Pins,7,2,11,45.5125667269925,-73.57640504837036
705,Villeneuve / St-Laurent,15,6,23,45.52142922483992,-73.58953826151264
706,Parc Baldwin (Fullum / Sherbrooke),4,29,35,45.53407048533949,-73.56265068054199
707,Cartier / Marie-Anne,21,1,23,45.53272890731339,-73.57200437053734
708,Aylwin / Ontario,18,9,27,45.544275457326385,-73.54516267776489
709,Queen / Wellington,39,7,47,45.49760527699099,-73.55534970760345
710,Stationnement incitatif de Montarville (de Montarville),9,10,19,45.6011635681891,-73.44999354332685
711,Quai Yvon-Julien (Marie-Victorin / de Montarville),10,12,22,45.606718042243784,-73.45692034810781
712,Stationnement incitatif de Mortagne (Ampère),15,8,23,45.57251733677832,-73.44312071800232
713,St-Joseph Lachine / 21e avenue,17,2,19,45.43352120253739,-73.68354320526123
714,du Parc / François-Foucault,0,18,23,45.605785392139126,-73.66273999214172
715,90e Avenue / Boulevard Lévesque O,18,9,27,45.53121456506295,-73.74735295772552
716,Métro St-Laurent ( de Maisonneuve / St-Laurent),11,12,24,45.51074821798916,-73.56512099504471
717,de Maisonneuve / Mansfield (nord),6,13,19,45.502386079583346,-73.57333794236183
718,Pierre-de-Coubertin / Aird,14,5,19,45.55903106539297,-73.54830354452133
719,Porte de Québec / St-André,12,7,19,45.51329411414168,-73.55057805776596
720,Laurier / St-Denis,12,2,15,45.52714838624861,-73.58947947621346
721,Frontenac / Ste-Catherine,13,5,19,45.53006276144042,-73.54559183120728
722,Garnier / Villeray,14,4,19,45.54948004519436,-73.61605471489383
723,Belmont / Robert-Bourassa,10,17,27,45.50138408104859,-73.56588006019592
724,Louis-Hémon / Rosemont,13,4,19,45.544500877623655,-73.58810484409332
725,Wellington / Gordon,7,13,23,45.46109386344247,-73.56704950332642
726,Parc des Vétérans (des Vétérans / Broadway),7,4,11,45.63147192165401,-73.50819479674101
727,Parc de l'Hôtel-de-Ville (Ste-Julie / Laurendeau),10,9,19,45.630686043767284,-73.4948467835784
728,Wellington / 3e avenue,7,12,19,45.45734622161475,-73.56757521629333
729,Wellington / Hickson,2,24,27,45.46493155172772,-73.56674909591675
730,Parc de Montréal-Est (Notre-Dame / David),1,16,19,45.61316323215739,-73.50989364087582
731,Centre récréatif Édouard-Rivet (Notre-Dame / Lesage),5,10,15,45.62846158049899,-73.49952153861523
732,Mansfield / Ste-Catherine,12,1,19,45.50140664031126,-73.57165485620499
733,Lanaudière / Jean-Talon,14,0,15,45.545350334193245,-73.61032962799072
734,Lincoln / du Fort,11,3,15,45.4930266623113,-73.58389592183812
735,St-Dominique / de Bellechasse,28,2,31,45.52952466565309,-73.60488876700401
736,du Canal / McLaughlin,7,6,15,45.42969214118378,-73.6694884300232
737,de la Peltrie / de la Côte-des-Neiges,13,10,23,45.499797390231926,-73.6301752924919
738,Plessis / Logan,15,3,19,45.5218942750191,-73.55725058932876
739,de Maisonneuve / Mansfield SE,11,10,23,45.50229349416256,-73.5733064264059
740,Duluth / St-Laurent,8,5,15,45.51705439248423,-73.57926428318024
741,Parc J.-Arthur-Champagne (de Chambly / du Mont-Royal),16,3,19,45.551584,-73.561916
742,Bloomfield / Bernard,26,1,27,45.520338193708305,-73.60775470733641
743,de Laprairie / Centre,11,4,15,45.48059248038378,-73.56577813625336
